model,builder,input,output,valid,reason,metadata
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Drug Info and Price History\"",\n  \""description\"": \""Returns information about the given drug\"",\n  \""prior_tool_calls\"": [\n    \""Drug Info and Price History\""\n  ]\n}\n### User Query\nMy friend is experiencing a headache and wants to know if 'advil' is a suitable medication. Can you give us information about this drug, including the generic name and active ingredients? We would also like to know the price history of 'advil'.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Drug Info and Price History""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Drug Info and Price History",True,"Model called expected tool 'Drug Info and Price History'","{""parsed_tool"": ""Drug Info and Price History"", ""parsed_by"": ""text"", ""raw_preview"": ""Drug Info and Price History""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Simple YouTube Search\"",\n  \""description\"": \""Make youtube search\"",\n  \""prior_tool_calls\"": [\n    \""Simple YouTube Search\""\n  ]\n}\n### User Query\nI am a filmmaker and I want to analyze the popularity of different movie trailers on YouTube. Can you provide a list of trailers for recent movies and their details and ratings? Additionally, I would like to search for trailers using the query 'sci-fi' and include the results in the analysis.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Simple YouTube Search""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Simple YouTube Search",True,"Model called expected tool 'Simple YouTube Search'","{""parsed_tool"": ""Simple YouTube Search"", ""parsed_by"": ""text"", ""raw_preview"": ""Simple YouTube Search""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Tomba\"",\n  \""description\"": \""Returns domain status if is webmail or disposable.\"",\n  \""prior_tool_calls\"": [\n    \""Tomba\""\n  ]\n}\n### User Query\nI need to verify if the domain 'example.com' is a webmail or disposable. Also, retrieve the person and company data based on the email 'john.doe@example.com'.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Tomba""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Tomba",True,"Model called expected tool 'Tomba'","{""parsed_tool"": ""Tomba"", ""parsed_by"": ""text"", ""raw_preview"": ""Tomba""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Hull ID Boat HIN Decoder\"",\n  \""description\"": \""returns json decoded data\"",\n  \""prior_tool_calls\"": [\n    \""Hull ID Boat HIN Decoder\""\n  ]\n}\n### User Query\nI'm a boat dealer and need to decode multiple HINs to check their validity. Can you decode a list of HINs and provide me with the decoded data? Additionally, I would like to lookup the boat manufacturers for the year 2010.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Hull ID Boat HIN Decoder""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Hull ID Boat HIN Decoder",True,"Model called expected tool 'Hull ID Boat HIN Decoder'","{""parsed_tool"": ""Hull ID Boat HIN Decoder"", ""parsed_by"": ""text"", ""raw_preview"": ""Hull ID Boat HIN Decoder""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Target.com Shopping - API\"",\n  \""description\"": \""Returns the list of stores near to specified ZIP code.\"",\n  \""prior_tool_calls\"": [\n    \""Target.com Shopping - API\""\n  ]\n}\n### User Query\nI am planning a family vacation to New York City. Can you provide me with a list of nearby stores in the 10010 ZIP code? Additionally, I would like to search for women's shoes and get detailed product information, including images, prices, and reviews.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Target.com Shopping - API""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Target.com Shopping - API",False,"No tool name could be parsed from model output","{""parsed_tool"": null, ""parsed_by"": ""text"", ""raw_preview"": ""Target.com Shopping - API""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""NHL Stats and Live Data\"",\n  \""description\"": \"" \"",\n  \""prior_tool_calls\"": [\n    \""NHL Stats and Live Data\""\n  ]\n}\n### User Query\nI'm planning a trip to watch an NHL game and need information about the game between the Toronto Maple Leafs and Montreal Canadiens on January 15, 2022. Can you provide me with the game content, including the messages and info? Additionally, I'm interested in the team roster for both teams.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=NHL Stats and Live Data""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","NHL Stats and Live Data",True,"Model called expected tool 'NHL Stats and Live Data'","{""parsed_tool"": ""NHL Stats and Live Data"", ""parsed_by"": ""text"", ""raw_preview"": ""NHL Stats and Live Data""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Dargan\"",\n  \""description\"": \""Find all postcodes within a certain radius (in KM) of a postcode\"",\n  \""prior_tool_calls\"": [\n    \""Dargan\""\n  ]\n}\n### User Query\nI am planning a family vacation to York and I need to find all the postcodes within a 5 km radius of the city for sightseeing purposes. Can you help me with this information? It would be helpful to know the distances between the city center and each postcode as well.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Dargan""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Dargan",True,"Model called expected tool 'Dargan'","{""parsed_tool"": ""Dargan"", ""parsed_by"": ""text"", ""raw_preview"": ""Dargan""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Deutsche Bahn\"",\n  \""description\"": \""Find trips between two stations\"",\n  \""prior_tool_calls\"": [\n    \""Deutsche Bahn\""\n  ]\n}\n### User Query\nMy company is organizing a team building event and we want to travel from Frankfurt to Hamburg on 16.02.2022 at 09:00. Please find the trips and fare data for all the team members. Additionally, autocomplete the station names for Frankfurt and Hamburg.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Deutsche Bahn""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Deutsche Bahn",True,"Model called expected tool 'Deutsche Bahn'","{""parsed_tool"": ""Deutsche Bahn"", ""parsed_by"": ""text"", ""raw_preview"": ""Deutsche Bahn""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Airbnb listings\"",\n  \""description\"": \""Retrieve listing availability and stay length rules for the requested month.\\n**Note**: The fact the available field is true does not means that the listing can be booked. It only tells indicates that it is not taken. To confirm if it is really available for stay you must verify all previous and following day rules for stay length are respected.\"",\n  \""prior_tool_calls\"": [\n    \""Airbnb listings\""\n  ]\n}\n### User Query\nI'm a travel enthusiast and I want to know the availability and stay length rules for a specific Airbnb listing in Rome. Can you retrieve this information for me? The listing ID is 619966061834034729 and the month is January 2024.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Airbnb listings""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","{""tool"":""Airbnb listings""}{""listing_id"":""619966061834034729"",""month"":""2024-01"",""location"":""Rome""}",True,"Model called expected tool 'Airbnb listings'","{""parsed_tool"": ""Airbnb listings"", ""parsed_by"": ""text"", ""raw_preview"": ""{\""tool\"":\""Airbnb listings\""}{\""listing_id\"":\""619966061834034729\"",\""month\"":\""2024-01\"",\""location\"":\""Rome\""}""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Learn to read and write Japanese kanji\"",\n  \""description\"": \""The Advanced Search URL parameters are described here as individual endpoints to permit per parameter testing. Parameters may be combined as required.\"",\n  \""prior_tool_calls\"": [\n    \""Learn to read and write Japanese kanji\""\n  ]\n}\n### User Query\nI'm studying Japanese kanji and I want to learn the English meaning of a radical with a stroke number of 7. Could you also provide the Japanese name of the radical? Additionally, can you give the English meaning of a kanji character?""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Learn to read and write Japanese kanji""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Learn to read and write Japanese kanji",False,"No tool name could be parsed from model output","{""parsed_tool"": null, ""parsed_by"": ""text"", ""raw_preview"": ""Learn to read and write Japanese kanji""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""B2BHint\"",\n  \""description\"": \""Search for a person by parameters will return a list of persons that match your query\"",\n  \""prior_tool_calls\"": [\n    \""B2BHint\""\n  ]\n}\n### User Query\nCan you help me search for a person named 'Elon Musk' in the US? I'm interested in knowing their contact details and the companies they are associated with.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=B2BHint""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","B2BHint",True,"Model called expected tool 'B2BHint'","{""parsed_tool"": ""B2BHint"", ""parsed_by"": ""text"", ""raw_preview"": ""B2BHint""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \"" Forward & Reverse Geocoding by googleMap api\"",\n  \""description\"": \"" \"",\n  \""prior_tool_calls\"": [\n    \"" Forward & Reverse Geocoding by googleMap api\""\n  ]\n}\n### User Query\nI am working on a project that requires analyzing the population density of major cities around the world. Can you provide me with the latitude and longitude coordinates for the top 10 most populous cities using the forward geocoding API? Additionally, I would like to know the address and province for each city using the reverse geocoding API.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called= Forward & Reverse Geocoding by googleMap api""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Forward & Reverse Geocoding by googleMap api",False,"No tool name could be parsed from model output","{""parsed_tool"": null, ""parsed_by"": ""text"", ""raw_preview"": ""Forward & Reverse Geocoding by googleMap api""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Instagram_v2\"",\n  \""description\"": \""Find username from PK (userid)\"",\n  \""prior_tool_calls\"": [\n    \""Instagram_v2\""\n  ]\n}\n### User Query\nCan you help me find the Instagram username for the user with the PK 123456789? Additionally, validate the username 'johnsmith' for me.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Instagram_v2""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Instagram_v2",True,"Model called expected tool 'Instagram_v2'","{""parsed_tool"": ""Instagram_v2"", ""parsed_by"": ""text"", ""raw_preview"": ""Instagram_v2""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Google Jobs\"",\n  \""description\"": \""get all offers url\"",\n  \""prior_tool_calls\"": [\n    \""Google Jobs\""\n  ]\n}\n### User Query\nMy company is expanding its team in Frankfurt. Can you find the job offers for the keyword 'Developer'? Additionally, provide the job details for the first offer on the list.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Google Jobs""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Google Jobs",True,"Model called expected tool 'Google Jobs'","{""parsed_tool"": ""Google Jobs"", ""parsed_by"": ""text"", ""raw_preview"": ""Google Jobs""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Face Animer\"",\n  \""description\"": \""Create Job ID\"",\n  \""prior_tool_calls\"": [\n    \""Face Animer\""\n  ]\n}\n### User Query\nMy company is developing a project that requires facial animation effects. Can you generate a job ID for an image with the URL 'https://example.com/character.png' using template ID 19? After creating the job ID, we need to retrieve the result using the provided task ID.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Face Animer""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Face Animer",True,"Model called expected tool 'Face Animer'","{""parsed_tool"": ""Face Animer"", ""parsed_by"": ""text"", ""raw_preview"": ""Face Animer""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Real Estate Records\"",\n  \""description\"": \""Get a summary of property records by units given an address (if it's a multi-unit building). Street number, name and zipcode are needed to match records. The street names are normalized using Here.com conventions. This API requires a subscription cost. \\n\\nThis API provides details a level further than the \\\""address\\\"" endpoint. For instance,  for 220 Central Park S, New York, NY 10019 it returns\\n  \\\""data\\\"": [\\n    {\\n      \\\""_id\\\"": {\\n        \\\""id\\\"": \\\""6144a17b3afc5ca06ea0dd95\\\"",\\n        \\\""Loc\\\"": {\\n          \\\""coordinates\\\"": [\\n            -73.9802,\\n            40.76719\\n          ],\\n          \\\""type\\\"": \\\""Point\\\""\\n        },\\n        \\\""STREET_NUMBER\\\"": \\\""220\\\"",\\n        \\\""STREET\\\"": \\\""Central Park S\\\"",\\n        \\\""UNIT\\\"": \\\""67\\\"",\\n        \\\""PROPERTY_TYPE\\\"": \\\""SINGLE RESIDENTIAL CONDO UNIT\\\"",\\n        \\\""ZIPCODE\\\"": \\\""10019\\\"",\\n        \\\""STATE\\\"": \\\""NY\\\""\\n      },\\n      \\\""lastSalesDate\\\"": \\\""2021-05-24T00:00:00.000Z\\\"",\\n      \\\""lastSalesAmount\\\"": 59500000,\\n      \\\""maxSalesAmount\\\"": 59500000,\\n      \\\""SQFT\\\"": 0,\\n      \\\""TotalRecords\\\"": 1\\n    },\\n\\nThe API is available for public records for New York City 5 boroughs, all New Jersey Counties and DC. \\nSources of information are:\\nNJ: http://tax1.co.monmouth.nj.us/cgi-bin/prc6.cgi?&ms_user=monm&passwd=&srch_type=0&adv=0&out_type=0&district=0200\\nNYC Acris: https://a836-acris.nyc.gov/DS/DocumentSearch/Index\"",\n  \""prior_tool_calls\"": [\n    \""Real Estate Records\""\n  ]\n}\n### User Query\nAs a real estate developer, I'm interested in analyzing the market trends for a specific area. Can you provide me with a summary of property records and transactions for an address on Central Park S in zipcode 10019? Additionally, I would like to see the detailed historical transactions for that address.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Real Estate Records""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Real Estate Records",True,"Model called expected tool 'Real Estate Records'","{""parsed_tool"": ""Real Estate Records"", ""parsed_by"": ""text"", ""raw_preview"": ""Real Estate Records""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Airdna\"",\n  \""description\"": \""Get rental properties of Airbnb and Vrbo by location and date.\"",\n  \""prior_tool_calls\"": [\n    \""Airdna\""\n  ]\n}\n### User Query\nMy friend is looking for rental properties in Santa Monica. Can you provide me with a list of rental properties in Santa Monica, including their amenities? It would be great if you could also include the rental prices and currency.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Airdna""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Airdna",True,"Model called expected tool 'Airdna'","{""parsed_tool"": ""Airdna"", ""parsed_by"": ""text"", ""raw_preview"": ""Airdna""}"
chatopenai/gpt-4.1-mini-2025-04-14,agent_chain_tools,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nYou are a precise API argument extractor. You receive a Tool Definition and a User Query. You must output a valid JSON object containing the arguments based on the schema. Note that you should always output a single JSON object, not a list of JSON objects. Do not include markdown formatting. ""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Airdna\"",\n  \""description\"": \""Rental Property Calculator by address\"",\n  \""prior_tool_calls\"": [\n    \""Airdna\""\n  ]\n}\n### User Query\nI am a real estate investor and I want to analyze the potential revenue of a rental property in Santa Monica. Can you calculate the rental potential, occupancy rate, average daily rate, and revenue for a property with 2 bedrooms, 2 bathrooms, and 2 accommodates? Also, provide me with the property's details such as address, property type, and ratings.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Airdna""}, {""role"": ""assistant"", ""content"": ""Current State: given the above tool calls, provide the NEXT tool name to call.\n\nIMPORTANT: Reply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}]","Airdna",True,"Model called expected tool 'Airdna'","{""parsed_tool"": ""Airdna"", ""parsed_by"": ""text"", ""raw_preview"": ""Airdna""}"
